game,release_date,price,metascore,owners,avg_playtime,median_playtime,developers,publishers,trending
Neon Tower Blast,2019-07-24,0.99,NA,"0 .. 20,000",0,0,Korobok Production,Danila Morozov,NA
The Lovebirds,2019-07-24,0,NA,"0 .. 20,000",0,0,Cafearatus Studios,Cafearatus Studios,NA
シニサギ,2019-07-24,0,NA,"0 .. 20,000",0,0,ちるばらみちる,ちるばらみちる,NA
To Battle!: Hell's Crusade,2019-07-24,14.99,NA,"0 .. 20,000",0,0,Filthy Peasant Games,Filthy Peasant Games,NA
LocoMotives,2019-07-24,0,NA,"0 .. 20,000",0,0,"Cornbilt, LLC","Cornbilt, LLC",NA
青岚血枫,2019-07-24,1.99,NA,"0 .. 20,000",0,0,xisgame,xisgame,NA
Percy's Last Stand,2019-07-24,0.99,NA,"0 .. 20,000",0,0,PDS Games,PDS Games,NA
Wildland,2019-07-24,6.99,NA,"0 .. 20,000",0,0,JooGray videogames,JooGray videogames,NA
Champions,2019-07-24,4.99,NA,"0 .. 20,000",0,0,"Bryan Santiago-Rivera, Rafhael Jeremiah Robles-Rivera",BlueFlame Studios,NA
Forex Demo Accelerator,2019-07-24,4.99,NA,"0 .. 20,000",0,0,Russell Butler,Russell Butler,NA
Automachef,2019-07-23,14.99,71,"0 .. 20,000",0,0,Hermes Interactive,Team17 Digital Ltd,NA
Elsinore,2019-07-23,19.99,68,"0 .. 20,000",0,0,Golden Glitch,Golden Glitch,NA
King of Dragon Balls,2019-07-23,0.49,NA,"0 .. 20,000",0,0,Phoenixxx Games,КиКо,NA
Viola,2019-07-23,9.99,NA,"0 .. 20,000",0,0,Jelle van Doorne,Jelle van Doorne,NA
Kid's Safety With George Blessure,2019-07-23,0.49,NA,"0 .. 20,000",0,0,Bmc Studio,Bmc Studio,NA
Flaky Bakery,2019-07-23,4.99,NA,"0 .. 20,000",0,0,PhatRobit,PhatRobit,NA
NORR part I: Ace Shot,2019-07-23,1.99,NA,"0 .. 20,000",0,0,GWE games,GWE games,NA
Escape again,2019-07-23,3.49,NA,"0 .. 20,000",0,0,Martin Flothmann,Martin Flothmann,NA
Radiant Ascent VR,2019-07-23,0,NA,"0 .. 20,000",0,0,More Pockets,Even More Pockets,NA
Time Travelling Navy Seal Ninja Warrior,2019-07-23,3.59,NA,"0 .. 20,000",0,0,Fletcher St-Germain,Fletcher St-Germain,NA
The Backrooms Simulator,2019-07-23,1.99,NA,"0 .. 20,000",0,0,Pixel Plant LLC,Pixel Plant LLC,NA
CricVRX - VR Cricket,2019-07-23,14.99,NA,"0 .. 20,000",0,0,Rational Verx,Skippy Apps PTY LTD,NA
Super Demon Boy,2019-07-23,0.49,NA,"0 .. 20,000",0,0,Semyon Maximov,BekkerDev Studio,NA
Bounce,2019-07-23,0.99,NA,"0 .. 20,000",0,0,Xian'Yu,Xian'Yu,NA
Biotope,2019-07-23,19.99,NA,"0 .. 20,000",0,0,MBL Development,2tainment GmbH,NA
Run!,2019-07-23,0.99,NA,"0 .. 20,000",0,0,"Wreck, greenfigure",Wreck,NA
Rising Kingdoms,2019-07-23,2.49,NA,"0 .. 20,000",0,0,Haemimont Games,Haemimont Games,NA
Second Final,2019-07-23,0.99,NA,"0 .. 20,000",0,0,Standard EVO Studios,Standard EVO Games,NA
Must Dash Amigos,2019-07-23,7.19,NA,"0 .. 20,000",0,0,miniBeast Game Studios,miniBeast Game Studios,NA
Einn,2019-07-23,9.99,NA,"0 .. 20,000",0,0,Crazy Magnet Studios,Crazy Magnet Studios,NA
Dots: Revamped!,2019-07-23,0,NA,"0 .. 20,000",0,0,Lindsay LaPlante,Starblinky,NA
My Burning Heart,2019-07-23,15.99,NA,"0 .. 20,000",0,0,Ertal Games,Ertal Games,NA
Chupacabra,2019-07-23,9.99,NA,"0 .. 20,000",0,0,White Hammer,ANPA.US,NA
The Orville - Interactive Fan Experience,2019-07-23,0,NA,"20,000 .. 50,000",0,0,Messy Desk Interactive,Messy Desk Interactive,NA
Coffee Runner Black and Mocha,2019-07-23,4.99,NA,"0 .. 20,000",0,0,Evantertainment LLC,Evantertainment LLC,NA
Million to One Hero,2019-07-23,14.99,NA,"0 .. 20,000",0,0,Over the Top Games,Over the Top Games,NA
Red Ruin,2019-07-23,4.99,NA,"0 .. 20,000",0,0,David Seifers,David Seifers,NA
Perchang,2019-07-23,6.39,NA,"0 .. 20,000",0,0,"Perchang, Twistplay",Chilled Mouse,NA
People Playground,2019-07-23,9.99,NA,"50,000 .. 100,000",106,106,mestiez,mestiez,NA
DATE A LIVE: Rio Reincarnation,2019-07-23,49.99,NA,"20,000 .. 50,000",0,0,"Idea Factory, Compile Heart, Sting",Idea Factory International,NA
Vane,2019-07-22,19.99,63,"0 .. 20,000",0,0,Friend & Foe Games,"Friend & Foe Games, Gamera Game",NA
GunFu Heroes,2019-07-22,2.49,NA,"0 .. 20,000",0,0,TheFifthWaffle,TheFifthWaffle,NA
Arizona Derby,2019-07-22,8.99,NA,"0 .. 20,000",0,0,Falcon Interactive,Falcon Interactive,NA
Ravenland,2019-07-22,9.99,NA,"0 .. 20,000",0,0,Prince Game Studio,Prince Game Studio,NA
Super Pig,2019-07-22,0.49,NA,"0 .. 20,000",0,0,RewindApp,RewindApp,NA
Call of Pixel: Close Quarters,2019-07-22,0,NA,"0 .. 20,000",0,0,Moka,Cubic Planet Studio,NA
The Stranger: Interactive Film,2019-07-22,7.99,NA,"0 .. 20,000",0,0,Giovanni Altrui,Giovanni Altrui,NA
Realm Guardian,2019-07-22,6.99,NA,"0 .. 20,000",0,0,tyx,tyx,NA
Defendion,2019-07-22,10.99,NA,"0 .. 20,000",0,0,DillyFrame,DillyFrame,NA
Tribes of Midgard - Open Beta,2019-07-22,0,NA,"50,000 .. 100,000",0,0,Norsfell,Norsfell,NA
Eli Girls,2019-07-22,2.99,NA,"0 .. 20,000",0,0,Anka,Anka,NA
Swords & Souls: Neverseen,2019-07-22,14.99,NA,"50,000 .. 100,000",0,0,SoulGame Studio,Armor Games Studios,NA
Dream Ending,2019-07-22,2.99,NA,"0 .. 20,000",0,0,#workshop,NVLMaker,NA
Zone 10,2019-07-22,5.99,NA,"0 .. 20,000",0,0,Core Reaction Studios LLC,Core Reaction Studios LLC,NA
Fall In Love - My Billionaire Boss,2019-07-21,9.99,NA,"0 .. 20,000",0,0,LOVE GAMES,LOVE GAMES,NA
Heaven's Grave,2019-07-21,14.99,NA,"0 .. 20,000",0,0,Blackcross & Taylor,Blackcross & Taylor,NA
Fun Fantasy Girls Jigsaw,2019-07-21,2.99,NA,"0 .. 20,000",0,0,Team Spikkeee,Spikkeee,NA
看不见的爱,2019-07-20,0,NA,"0 .. 20,000",0,0,Sunny Valley | 晴天谷,Sunny Valley | 晴天谷,NA
Dreams of Solari - Chapter 1,2019-07-20,0,NA,"0 .. 20,000",0,0,Endless Void Studios,Endless Void Studios,NA
Ghost Land,2019-07-20,0.69,NA,"0 .. 20,000",0,0,TentacleGame,TentacleGame,NA
WARMA,2019-07-20,9.99,NA,"0 .. 20,000",0,0,BA.D,ATU Games,NA
A Mining Game,2019-07-20,0,NA,"0 .. 20,000",0,0,"Joshua Coombs, Zyleth",Trillium Studio Ltd.,NA
The Ring of Truth,2019-07-20,5.99,NA,"0 .. 20,000",0,0,Useless Machines,Useless Machines,NA
Nightmare Game (噩梦游戏),2019-07-19,0.99,NA,"0 .. 20,000",0,0,两拳漫画,Saca Games,NA
eMemories,2019-07-19,0,NA,"0 .. 20,000",0,0,Irmaszka Kavka,Kavka Games,NA
Moon Tycoon,2019-07-19,9.59,NA,"0 .. 20,000",0,0,Anarchy Enterprises,Anarchy Enterprises,NA
Neverland Treasure,2019-07-19,2.99,NA,"0 .. 20,000",0,0,Elian Games,Elian Games,NA
Orc Raid,2019-07-19,2.99,NA,"0 .. 20,000",0,0,Ominous Entertainment,Ominous Entertainment,NA
Love in the Limelight,2019-07-19,14.99,NA,"0 .. 20,000",0,0,Dharker Studio,Dharker Studio,NA
Gorytale,2019-07-19,4.99,NA,"0 .. 20,000",0,0,NYAARGH!,NYAARGH!,NA
Border Officer,2019-07-19,9.99,NA,"0 .. 20,000",0,0,Cocopo,Cheesecake,NA
Tranquility Base Mining Colony: The Moon - Explorer Version,2019-07-19,9.99,NA,"0 .. 20,000",0,0,George Bell-Uribe,lunarmapz,NA
The 8th Day,2019-07-19,0.99,NA,"0 .. 20,000",0,0,Tainted Games,TAINTED GAMES,NA
Forest Mage,2019-07-19,0.99,NA,"0 .. 20,000",0,0,JoJo,JoJo,NA
Jim is Moving Out!,2019-07-19,14.99,NA,"0 .. 20,000",0,0,"Handsome Box, CINEMAX, s.r.o.","CINEMAX, s.r.o.",NA
Touhou Fantasia / 东方梦想曲,2019-07-19,0,NA,"50,000 .. 100,000",0,0,SlimeSmile,SlimeSmile,NA
The Doulos Study,2019-07-19,2.99,NA,"0 .. 20,000",0,0,Jesse Leyk,Jesse Leyk,NA
RailRoadVR,2019-07-19,2.24,NA,"0 .. 20,000",0,0,Lights and Clockwork,Lights and Clockwork,NA
Hellsinker.,2019-07-19,7.49,NA,"0 .. 20,000",0,0,Ruminant’s Whimper,Henteko Doujin,NA
Telefrag VR,2019-07-19,24.99,NA,"0 .. 20,000",0,0,Anshar Studios,Anshar Studios,NA
Element Z,2019-07-19,9.99,NA,"0 .. 20,000",0,0,Games Venture,Games Venture,NA
Sex Simulator,2019-07-19,0.59,NA,"0 .. 20,000",0,0,Slippy Floor,Slippy Floor,NA
Gythol Granditti: The Crypt of Darkness,2019-07-19,0,NA,"0 .. 20,000",0,0,GZ Storm,GZ Storm,NA
From Head to Toe,2019-07-19,0,NA,"0 .. 20,000",0,0,Party for Introverts,Party for Introverts,NA
Secret City: The Human Threat Collector's Edition,2019-07-19,5.59,NA,"0 .. 20,000",0,0,Domini Games,Big Fish Games,NA
Founders' Fortune,2019-07-19,19,NA,"0 .. 20,000",0,0,Oachkatzlschwoaf Interactive,Oachkatzlschwoaf Interactive,NA
Voxel M.R.T.,2019-07-19,14.99,NA,"0 .. 20,000",0,0,GamingPugsStudios,GamingPugsStudios,NA
Asteroid Invaders,2019-07-19,1.19,NA,"0 .. 20,000",0,0,Cirocco Studios,Cirocco Studios,NA
hack.88,2019-07-19,4.99,NA,"0 .. 20,000",0,0,Whomp! Studio,Whomp! Studio,NA
Space Mercenary Shooter : Episode 1,2019-07-19,0.49,NA,"0 .. 20,000",0,0,Synthetic Systemz,Synthetic Systemz,NA
JumpHead: Battle4Fun!,2019-07-19,10.99,NA,"0 .. 20,000",0,0,JumpHead Team,Light Maze,NA
Oceanum Mortis,2019-07-19,0,NA,"0 .. 20,000",0,0,Brewsterland Studios,Brewsterland Studios,NA
Legend of Cenama,2019-07-19,4.99,NA,"0 .. 20,000",0,0,PelleK's Ninja Academy,Coolville Assembly,NA
Elemental War,2019-07-19,19.99,NA,"0 .. 20,000",0,0,Clockwork Origins,Clockwork Origins,NA
Infinity Attackers,2019-07-19,4.99,NA,"0 .. 20,000",0,0,Kevin Hale,Kevin Hale,NA
Timeless,2019-07-19,4.99,NA,"0 .. 20,000",0,0,Luis Avila,Luis Avila,NA
Story of one Night,2019-07-19,3.99,NA,"0 .. 20,000",0,0,Usoltsev Kirill,Usoltsev Kirill,NA
Cafe Crush,2019-07-19,0.99,NA,"0 .. 20,000",0,0,Michael Emerson,Drunk Bunny Games,NA
Otaku Puzzle,2019-07-19,0.59,NA,"0 .. 20,000",0,0,Otaku Games,Otaku Games,NA
Colloc,2019-07-19,3.99,NA,"0 .. 20,000",0,0,Pazolab Studio,Pazolab Studio,NA
Chibi Volleyball,2019-07-19,1.39,NA,"0 .. 20,000",0,0,NAISU,NAISU,NA
Spaceman Defender,2019-07-19,1.39,NA,"0 .. 20,000",0,0,LoadUpGames.com,LoadUpGames.com,NA
Walk On the Ground Simulator,2019-07-19,2.99,NA,"0 .. 20,000",0,0,Unity Council Studios LLC,Unity Council Studios LLC,NA
GORN,2019-07-18,19.99,85,"200,000 .. 500,000",0,0,Free Lives,Devolver Digital,NA
Horace,2019-07-18,14.99,81,"0 .. 20,000",0,0,"Paul Helman, Sean Scapelhorn",505 Games,NA
Etherborn,2019-07-18,16.99,69,"0 .. 20,000",0,0,Altered Matter,Altered Matter,NA
Alex Hunter: Lord of the Mind,2019-07-18,3.42,NA,"0 .. 20,000",0,0,EpicStar,Alawar Premium,NA
OldWar 2,2019-07-18,1.99,NA,"0 .. 20,000",0,0,Small Games,Zotdinex,NA
Gabbuchi,2019-07-18,3.99,NA,"0 .. 20,000",0,0,"h.a.n.d., Inc.",Aksys Games,NA
BDSM Waifu,2019-07-18,0.59,NA,"0 .. 20,000",0,0,kraken666,kraken666,NA
Queen's Quest 5: Symphony of Death,2019-07-18,8.99,NA,"0 .. 20,000",0,0,Brave Giant LTD,Artifex Mundi,NA
The Legendary Assassin KAL,2019-07-18,1.99,NA,"0 .. 20,000",0,0,KOEX studio,KOEX studio,NA
Angry Farm,2019-07-18,3.99,NA,"0 .. 20,000",0,0,SAFING,Droid Riot,NA
Super Life (RPG),2019-07-18,11.99,NA,"0 .. 20,000",0,0,Klick Ink L.P.,Klick Ink L.P.,NA
Master Cube,2019-07-18,0.99,NA,"0 .. 20,000",0,0,Ciccolella Lorenzo,Ciccolella Lorenzo,NA
Polar Jump,2019-07-18,2.99,NA,"0 .. 20,000",0,0,Yasu Flores,Yasu Flores,NA
Detective Girl of the Steam City,2019-07-18,11.99,NA,"0 .. 20,000",0,0,Clymenia,Kagura Games,NA
Possession,2019-07-18,9.99,NA,"0 .. 20,000",0,0,Weirdfellows,Weirdfellows,NA
D.A.M.A.G.E,2019-07-18,3.99,NA,"0 .. 20,000",0,0,Damage Team,Droid Riot,NA
Alien Escape,2019-07-18,4.99,NA,"0 .. 20,000",0,0,NoFuel Games,Korion Games,NA
TTV3,2019-07-18,0.49,NA,"0 .. 20,000",0,0,Walter Machado,Walter Machado,NA
失落的地下城 Lost Dungeon,2019-07-18,2.99,NA,"0 .. 20,000",0,0,泽渔制作组,泽渔制作组,NA
Red Horizon,2019-07-18,0.99,NA,"0 .. 20,000",0,0,Allen Games,Allen Games,NA
Eye of the Owl - Bosch VR,2019-07-18,0,NA,"0 .. 20,000",0,0,VRX,VRX,NA
Tidal Tribe,2019-07-18,14.99,NA,"0 .. 20,000",0,0,PowPit,PowPit,NA
Fate Hunters,2019-07-18,14.99,NA,"0 .. 20,000",0,0,Tower Games,Tower Games,NA
C.A.T.S. - Carefully Attempting not To Screw up,2019-07-18,1.99,NA,"0 .. 20,000",0,0,Magnet Games,Magnet Games,NA
Fantasy Heroes,2019-07-18,1.99,NA,"0 .. 20,000",0,0,Lumen,Aldorlea Games,NA
Claw Staff,2019-07-18,4.99,NA,"0 .. 20,000",0,0,Glass Cargo Software,Glass Cargo Software,NA
Ultratank,2019-07-18,0.49,NA,"0 .. 20,000",0,0,Artem Bondin,Artem Bondin,NA
Pixel Caveman,2019-07-18,3.74,NA,"0 .. 20,000",0,0,Tindie Game Studio,Tindie Game Studio,NA
Seed Hunter 猎源,2019-07-18,8.99,NA,"0 .. 20,000",0,0,Wolf Knight,2PGames,NA
异世江湖录(JiangHu Record Of Another World),2019-07-18,9.99,NA,"0 .. 20,000",0,0,Haitake Chong qing Technology Co.Ltd,Haitake Chong qing Technology Co.Ltd,NA
白石洲往事,2019-07-18,5.99,NA,"0 .. 20,000",0,0,DRILL Games,DRILL Games,NA
FIA European Truck Racing Championship,2019-07-18,39.99,NA,"0 .. 20,000",0,0,N-RACING,Bigben Interactive,NA
Otawamure,2019-07-18,7.99,NA,"0 .. 20,000",0,0,"Kodansha VR Lab, Ltd.","Kodansha VR Lab, Ltd.",NA
Golf Defied,2019-07-18,0,NA,"0 .. 20,000",0,0,Avelog,Avelog,NA
Night Sing,2019-07-18,4.19,NA,"0 .. 20,000",0,0,VKGame,SakuraGame,NA
Warlocks 2: God Slayers,2019-07-18,19.99,NA,"0 .. 20,000",0,0,Frozen District,No Gravity Games,NA
Higurashi When They Cry Hou - Ch.7 Minagoroshi,2019-07-18,5.99,NA,"0 .. 20,000",0,0,07th Expansion,MangaGamer,NA
Moi Mei,2019-07-18,6.99,NA,"0 .. 20,000",0,0,Dnovel,Dnovel,NA
Night Call,2019-07-17,19.99,68,"0 .. 20,000",0,0,"Monkey Moon, BlackMuffin",Raw Fury,NA
8bit Pigeon Hunter,2019-07-17,1.99,NA,"0 .. 20,000",0,0,Mismatch Studio,Mismatch Studio,NA
Pirates Are BLANKing Awesome,2019-07-17,1.99,NA,"0 .. 20,000",0,0,Poorwill Games,Poorwill Games,NA
Mosh Pit,2019-07-17,0,NA,"0 .. 20,000",0,0,Nuclear Lunch,DigiPen Institute of Technology,NA
Seven Nations,2019-07-17,0.49,NA,"0 .. 20,000",0,0,RewindApp,RewindApp,NA
Jumping Over It With Kang KiYun,2019-07-17,2.99,NA,"0 .. 20,000",0,0,Hobby.st Game,Hobby.st Game,NA
3D Organon Anatomy | Enterprise Edition,2019-07-17,0,NA,"0 .. 20,000",0,0,Medis Media,Medis Media,NA
Please The Gods,2019-07-17,6.99,NA,"0 .. 20,000",0,0,Surma Games,Spawn Point OSK,NA
Grizzland,2019-07-17,3.99,NA,"0 .. 20,000",0,0,Khud0,Khud0,NA
Escape Lala 2 - Retro Point and Click Adventure,2019-07-17,1.99,NA,"0 .. 20,000",0,0,DuckbearLab,DuckbearLab,NA
Apollo 17 - Moonbuggy VR,2019-07-17,9.99,NA,"0 .. 20,000",0,0,VRX,VRX,NA
1912 Titanic Mystery,2019-07-17,4.99,NA,"0 .. 20,000",0,0,Mad Data,HH-Games,NA
TKKG - Die Feuerprobe,2019-07-17,9.99,NA,"0 .. 20,000",0,0,The Web Production,USM,NA
尼諾的異世界物語 ~ 光與影與各自的信仰 ~ (Nino's Isekai),2019-07-17,0,NA,"0 .. 20,000",0,0,火柱工作室,業餘遊戲公社,NA
梅塔特隆 Metatron,2019-07-17,11.83,NA,"0 .. 20,000",0,0,Ghost Copy,Ghost Copy,NA
Gloomhaven,2019-07-17,24.99,NA,"20,000 .. 50,000",0,0,Flaming Fowl Studios,Asmodee Digital,NA
True North,2019-07-17,0.99,NA,"0 .. 20,000",0,0,Daniel Reynolds,Daniel Reynolds,NA
Fear the Night - 恐惧之夜,2019-07-17,14.99,NA,"20,000 .. 50,000",0,0,Snail Games USA,Snail Games USA,NA
Rocket Boy,2019-07-17,1.99,NA,"0 .. 20,000",0,0,Mismatch Studio,Mismatch Studio,NA
Wanderfog,2019-07-17,4.99,NA,"0 .. 20,000",0,0,gamesnnstudio,zao_mesherskoe,NA
局外人 L'Etranger,2019-07-17,0,NA,"0 .. 20,000",0,0,Class-2,Class-2,NA
WoozyHero 乌贼英雄,2019-07-17,3.99,NA,"0 .. 20,000",0,0,PhyzixMind,PhyzixMind,NA
Ankh Guardian - Treasure of the Demon's Temple/ゴッド・オブ・ウォール 魔宮の秘宝,2019-07-17,7.99,NA,"0 .. 20,000",0,0,"TOM CREATE CO.,LTD.","TOM CREATE CO.,LTD.",NA
Master of the Forbidden Sea,2019-07-17,3.99,NA,"0 .. 20,000",0,0,Advent RPG,Advent RPG,NA
Bridge Builder Racer,2019-07-17,2.99,NA,"0 .. 20,000",0,0,Levi Buck,Levi Buck,NA
Solstice,2019-07-17,2.99,NA,"0 .. 20,000",0,0,JimJams Games,JimJams Games,NA
LOST ORBIT: Terminal Velocity,2019-07-16,4.99,76,"0 .. 20,000",0,0,PixelNAUTS Games,PixelNAUTS Games,NA
Summer Catchers,2019-07-16,11.99,61,"0 .. 20,000",0,0,FaceIT,Noodlecake Studios,NA
Supremacy 1914,2019-07-16,0,NA,"50,000 .. 100,000",0,0,Bytro Labs GmbH,Bytro Labs GmbH,NA
Sacred Siren,2019-07-16,0,NA,"20,000 .. 50,000",0,0,"Nanoshrine, Jameson.T",Nanoshrine,NA
Kim Shooter,2019-07-16,3.99,NA,"0 .. 20,000",0,0,Steph,Steph,NA
Beats Warrior: Nian / 节拍战士：念,2019-07-16,2.99,NA,"0 .. 20,000",0,0,Liujiajun,Liujiajun,NA
Tennis. Amazing tournament,2019-07-16,9.99,NA,"0 .. 20,000",0,0,Siarhei Belyahou,Siarhei Belyahou,NA
Robo Instructus,2019-07-16,12.99,NA,"0 .. 20,000",0,0,Big AB Games,Big AB Games,NA
Nocked! True Tales of Robin Hood,2019-07-16,19.99,NA,"0 .. 20,000",0,0,Andrew G. Schneider,Andrew G. Schneider,NA
PrimeOrbial,2019-07-16,4.99,NA,"0 .. 20,000",0,0,"RainbowVerse, LLC",Self,NA
Starfighter: Infinity,2019-07-16,19.99,NA,"0 .. 20,000",0,0,Ben Olding Games,Ben Olding Games,NA
DUSTNET,2019-07-16,5.99,NA,"0 .. 20,000",0,0,SCRNPRNT,SCRNPRNT,NA
Madievals,2019-07-16,7.49,NA,"0 .. 20,000",0,0,2finger,"Daring Touch, Meangrip Productions",NA
Soulfire,2019-07-16,6.99,NA,"0 .. 20,000",0,0,"AyDream Co., Ltd.","AyDream Co., Ltd.",NA
Nightmare Reaper,2019-07-16,18.99,NA,"0 .. 20,000",0,0,Blazing Bit Games,Blazing Bit Games,NA
Hentai Girls Mosaic,2019-07-16,0.99,NA,"0 .. 20,000",0,0,Emo Blazer Games,Emo Blazer Games,NA
Shrine of the God-Ape,2019-07-16,0.69,NA,"0 .. 20,000",0,0,Zachary Lee,Zachary Lee,NA
Round Rooms,2019-07-16,0.99,NA,"0 .. 20,000",0,0,The Psychiartist,The Psychiartist,NA
Cooking Trip: Back on the road,2019-07-16,9.99,NA,"0 .. 20,000",0,0,GameOn Production,8Floor,NA
Fantasy Ball,2019-07-16,2.99,NA,"0 .. 20,000",0,0,Pixel Sunset Studio,Pixel Sunset Studio,NA
卡片地下城Card Monsters: Dungeon,2019-07-16,7.64,NA,"0 .. 20,000",0,0,Cheese Games,Cheese Games,NA
英雄群侠传II,2019-07-16,19.99,NA,"0 .. 20,000",0,0,熊窝dodox,"熊窝dodox, RuiXiao",NA
Rayball,2019-07-16,0.99,NA,"0 .. 20,000",0,0,LLC Rayball,LLC Rayball,NA
Falnarion Tactics II,2019-07-15,9.99,NA,"0 .. 20,000",0,0,Team Syukino,Team Syukino,NA
FORT,2019-07-15,0.89,NA,"0 .. 20,000",0,0,PanzerCat,RMSU,NA
Defend The Keep,2019-07-15,3.99,NA,"0 .. 20,000",0,0,Ville Happo,Ville Happo,NA
Let's Sing 2019,2019-07-15,29.99,NA,"0 .. 20,000",0,0,Voxler,Plug In Digital,NA
Break the G̵amè̢̢͘,2019-07-15,9.99,NA,"0 .. 20,000",0,0,Simon Fredholm,Simon Fredholm,NA
The Purge Man,2019-07-15,9.99,NA,"0 .. 20,000",0,0,The Purge Man,The Purge Man,NA
Lost Region,2019-07-15,19.99,NA,"0 .. 20,000",0,0,Farom Studio,Farom Studio,NA
Galaxy Squad,2019-07-15,9.99,NA,"0 .. 20,000",0,0,Kazakov Oleg,Kazakov Oleg,NA
The Last Aura,2019-07-15,4.99,NA,"0 .. 20,000",0,0,Leyline Games,Leyline Games,NA
Space Bomb,2019-07-15,3.99,NA,"0 .. 20,000",0,0,Diverte Games,Diverte Games,NA
Killsquad,2019-07-15,24.99,NA,"50,000 .. 100,000",0,0,Novarama,Novarama,NA
Meaty McSkinBones,2019-07-15,0,NA,"20,000 .. 50,000",0,0,Triplot Studio,Triplot Studio,NA
SpriteStack,2019-07-15,23.99,NA,"0 .. 20,000",0,0,Rezoner,Rezoner,NA
The Way of Cinnamon,2019-07-15,0,NA,"0 .. 20,000",0,0,Purple Giraffe Games,Purple Giraffe Games,NA
The Hunter's Journals - Vile Philosophy,2019-07-15,5.99,NA,"0 .. 20,000",0,0,Grindwheel Games,Grindwheel Games,NA
Dead Frontier 2,2019-07-15,0,NA,"1,000,000 .. 2,000,000",0,0,Creaky Corpse Ltd,Creaky Corpse Ltd,NA
Kissing Simulator,2019-07-15,0.99,NA,"0 .. 20,000",0,0,ТЯН ТЯН ТЯН ЛАМПОВАЯ ТЯН INDUSTRIES,Kavkaz Sila Games,NA
ED-IT,2019-07-15,0,NA,"0 .. 20,000",0,0,Tilephone,Git Together,NA
"Drumpf 2: Lost, But Not Forgotten!",2019-07-15,6.99,NA,"0 .. 20,000",0,0,DP3 Softworks,DP3 Softworks,NA
Mage,2019-07-14,2.99,NA,"0 .. 20,000",0,0,Game Sage Productions,Game Sage Productions,NA
AOS Manager,2019-07-14,2.99,NA,"0 .. 20,000",0,0,GASF Studio,GASF Studio,NA
Back To Hell,2019-07-14,3.99,NA,"0 .. 20,000",0,0,Digital Monster,Digital Monster,NA
The Governor,2019-07-14,7.99,NA,"0 .. 20,000",0,0,OEWORKS,OEWORKS,NA
Highlight,2019-07-14,0.99,NA,"0 .. 20,000",0,0,"Sven Nagel, Sanja Flonk, Tim Veenstra, Dennis Drijver, Marissa Vollema, Guironey Coffi",Project Highlight,NA
唤境引擎 Evkworld,2019-07-14,0,NA,"20,000 .. 50,000",0,0,星飞游戏,星飞游戏,NA
Victorian Mysteries: The Yellow Room,2019-07-14,3.34,NA,"0 .. 20,000",0,0,Freeze Tag,HH-Games,NA
Aimersoft iMusic,2019-07-14,59.99,NA,"0 .. 20,000",0,0,Aimersoft Studio,Aimersoft Studio,NA
Escape from Classroom,2019-07-13,1.99,NA,"0 .. 20,000",0,0,jaremystudio,jaremystudio,NA
Bepuzzled Jigsaw Puzzle: Aquatic,2019-07-13,1.99,NA,"0 .. 20,000",0,0,Team Spikkeee,Spikkeee,NA
Mythical BOOM Party,2019-07-13,6.99,NA,"0 .. 20,000",0,0,GLIDING HEART,GLIDING HEART,NA
Yet Another Level,2019-07-13,5,NA,"0 .. 20,000",0,0,Weichu Gu,Weichu Gu,NA
Transparent Taskbar,2019-07-13,0.69,NA,"0 .. 20,000",0,0,chengcong,chengcong,NA
Naked Story,2019-07-13,7.49,NA,"0 .. 20,000",0,0,"WhiteCute, AlphaNuts","WhiteCute, AlphaNuts",NA
Song of a Spirit,2019-07-13,9.99,NA,"0 .. 20,000",0,0,Eisenstadt Studio,Eisenstadt Studio,NA
Vrerience,2019-07-13,NA,NA,"0 .. 20,000",0,0,Rick Evenhuis,Malintis,NA
The Prison,2019-07-12,7.99,NA,"0 .. 20,000",0,0,Running Pillow,Running Pillow,NA
Nyanco,2019-07-12,0.99,NA,"0 .. 20,000",0,0,Nyanco Channel,Nyanco Channel,NA
Stonedeep,2019-07-12,17.99,NA,"0 .. 20,000",0,0,Direfang,"Direfang, Smuttlewerk interactive",NA
Bepuzzled Jigsaw Puzzle: Paradise,2019-07-12,1.99,NA,"0 .. 20,000",0,0,Team Spikkeee,Spikkeee,NA
HENTAI EXOTICA,2019-07-12,0.49,NA,"0 .. 20,000",0,0,Elementarium games,Elementarium games,NA
Hot & Steamy Knights,2019-07-12,7.79,NA,"0 .. 20,000",0,0,Norn / Miel,Cherry Kiss Games,NA
Unsolved Mystery Club: Ancient Astronauts (Collector´s Edition),2019-07-12,2.99,NA,"0 .. 20,000",0,0,Freeze Tag,HH-Games,NA
Royal Life: Hard to be a Queen,2019-07-12,2.67,NA,"0 .. 20,000",0,0,New Bridge Games,New Bridge Games,NA
B-12,2019-07-12,9.99,NA,"0 .. 20,000",0,0,Brantisky Interactive,Brantisky Interactive,NA
Prison Ball: Full Blown,2019-07-12,2.99,NA,"0 .. 20,000",0,0,ZaxtorGameS,ZaxtorGameS,NA
Spy Tactics,2019-07-12,2.99,NA,"0 .. 20,000",0,0,Evgenii Gubanov,Evgenii Gubanov,NA
Boon Boon,2019-07-12,0.54,NA,"0 .. 20,000",0,0,Anamik Majumdar,Anamik Majumdar,NA
